Semaine épidémiologique,Date SE,année_SE,district,region,date envoi,Prompt District,Compl District,Pop district,Suspicion d'arbovirose,Autre évènement inhabituel nécessitant une alerte,Cas suspect de cholera,Décès maternel,Décès néonatal,Diarrhées aigues chez moins 5ans,Diarrhées aigues chez plus 5ans,Diarrhées aigues,Diarrhée sanglante,Toxi Infection Alimentaire collective (TIAC),Episode d'Intoxication par consommation d'animaux marins (ICAM),Grippe aviaire,Nombre de cas de fièvre (T°37.5C),Paludisme confirmé,Nombre de TDR effectué,Fièvre hémorragique aiguë
53,12/28/20,2020,Toliary I,Atsimo Andrefana,1/5/21,1,1,180181,0,0,0,0,0,6,27,33,11,0,0,,124,7,124,0
,,,,,,,,,,,,,,,,,,,,,,,,
1,12/30/19,2020,Tsaratanana,Betsiboka,1/7/20,1,1,152436,0,0,0,0,0,42,31,73,4,0,0,,512,263,497,0
,,,,,,,,,,,,,,,,,,,,,,,,
2,1/6/20,2019,Tsaratanana,Betsiboka,1/21/20,0,1,152436,0,0,0,0,0,49,38,87,7,0,0,,523,259,509,0
,,,,,,,,,,,,,,,,,,,,,,,,
3,1/13/20,2020,Tsaratanana,Betsiboka,1/28/20,0,1,152436,0,0,0,0,0,46,26,72,9,0,0,,512,262,487,0
,,,,,,,,,,,,,,,,,,,,,,,,
4,1/20/20,2020,Tsaratanana,Betsiboka,1/28/20,1,1,152436,0,0,0,0,0,50,33,83,12,0,0,,480,272,462,0
,,,,,,,,,,,,,,,,,,,,,,,,
5,1/27/20,2020,Tsaratanana,Betsiboka,2/5/20,0,1,152436,0,0,0,0,0,51,42,93,10,0,0,,753,400,737,0
,,,,,,,,,,,,,,,,,,,,,,,,
6,2/3/20,2020,Tsaratanana,Betsiboka,2/18/20,0,1,152436,0,0,0,0,0,59,41,100,14,0,0,,979,483,971,0
,,,,,,,,,,,,,,,,,,,,,,,,
7,2/10/20,2020,Tsaratanana,Betsiboka,2/18/20,1,1,152436,0,0,0,0,0,55,51,106,11,0,0,,847,398,831,0
,,,,,,,,,,,,,,,,,,,,,,,,
8,2/17/20,2020,Tsaratanana,Betsiboka,2/25/20,1,1,152436,0,0,0,0,0,55,39,94,17,0,0,,763,354,737,0
,,,,,,,,,,,,,,,,,,,,,,,,
9,2/24/20,2020,Tsaratanana,Betsiboka,3/3/20,1,1,152436,0,0,0,0,0,36,42,78,13,0,0,,676,248,636,0
,,,,,,,,,,,,,,,,,,,,,,,,
10,3/2/20,2020,Tsaratanana,Betsiboka,3/10/20,1,1,152436,0,0,0,0,0,42,43,85,18,0,0,,759,298,731,0
,,,,,,,,,,,,,,,,,,,,,,,,
11,3/9/20,2020,Tsaratanana,Betsiboka,3/31/20,0,1,152436,0,0,0,0,0,36,40,76,11,0,0,,704,282,652,0
,,,,,,,,,,,,,,,,,,,,,,,,
12,3/16/20,2020,Tsaratanana,Betsiboka,3/31/20,0,1,152436,0,0,0,0,0,29,30,59,3,0,0,,568,246,539,0
,,,,,,,,,,,,,,,,,,,,,,,,
13,3/23/20,2020,Tsaratanana,Betsiboka,3/31/20,1,1,152436,0,0,0,0,0,32,39,71,11,0,0,,693,317,676,0
,,,,,,,,,,,,,,,,,,,,,,,,
14,3/30/20,2020,Tsaratanana,Betsiboka,4/8/20,0,1,152436,0,0,0,0,0,25,36,61,13,0,0,,723,358,712,0
,,,,,,,,,,,,,,,,,,,,,,,,
15,4/6/20,2020,Tsaratanana,Betsiboka,4/21/20,0,1,152436,0,13,0,0,0,33,31,64,6,0,0,,746,353,742,0
,,,,,,,,,,,,,,,,,,,,,,,,
16,4/13/20,2020,Tsaratanana,Betsiboka,4/21/20,1,1,152436,0,0,0,0,0,44,51,95,15,0,0,,837,376,833,0
,,,,,,,,,,,,,,,,,,,,,,,,
17,4/20/20,2020,Tsaratanana,Betsiboka,4/28/20,1,1,152436,0,0,0,0,0,84,46,130,12,0,0,,716,332,695,0
,,,,,,,,,,,,,,,,,,,,,,,,
18,4/27/20,2020,Tsaratanana,Betsiboka,5/5/20,1,1,152436,0,0,0,0,0,100,64,164,24,0,0,,716,314,676,0
,,,,,,,,,,,,,,,,,,,,,,,,
19,5/4/20,2020,Tsaratanana,Betsiboka,5/12/20,1,1,152436,0,0,0,0,0,81,53,134,17,0,0,,990,482,989,0
,,,,,,,,,,,,,,,,,,,,,,,,
20,5/11/20,2020,Tsaratanana,Betsiboka,5/19/20,1,1,152436,0,0,0,0,0,115,47,162,16,0,0,,1055,486,1030,0
,,,,,,,,,,,,,,,,,,,,,,,,
21,5/18/20,2020,Tsaratanana,Betsiboka,6/16/20,0,1,152436,0,0,0,0,0,87,39,126,13,0,0,,923,428,917,0
,,,,,,,,,,,,,,,,,,,,,,,,
22,5/25/20,2020,Tsaratanana,Betsiboka,6/16/20,0,1,152436,0,0,0,0,0,68,46,114,20,0,0,,894,373,884,0
,,,,,,,,,,,,,,,,,,,,,,,,
23,6/1/20,2020,Tsaratanana,Betsiboka,6/16/20,0,1,152436,0,0,0,0,0,83,31,114,14,0,0,,777,395,765,0
,,,,,,,,,,,,,,,,,,,,,,,,
24,6/8/20,2020,Tsaratanana,Betsiboka,6/16/20,1,1,152436,0,0,0,0,0,77,32,109,19,0,0,,648,336,632,0
,,,,,,,,,,,,,,,,,,,,,,,,
25,6/15/20,2020,Tsaratanana,Betsiboka,6/30/20,0,1,152436,0,0,0,0,0,54,24,78,4,0,0,,598,319,583,0
,,,,,,,,,,,,,,,,,,,,,,,,
26,6/22/20,2020,Tsaratanana,Betsiboka,6/30/20,1,1,152436,0,0,0,0,0,33,30,63,9,0,0,,529,262,527,0
,,,,,,,,,,,,,,,,,,,,,,,,
27,6/29/20,2020,Tsaratanana,Betsiboka,7/15/20,0,1,152436,0,0,0,0,0,46,26,72,13,0,0,,577,271,563,0
,,,,,,,,,,,,,,,,,,,,,,,,
28,7/6/20,2020,Tsaratanana,Betsiboka,7/15/20,0,1,152436,0,0,0,0,0,42,25,67,6,0,0,,536,203,518,0
,,,,,,,,,,,,,,,,,,,,,,,,
29,7/13/20,2020,Tsaratanana,Betsiboka,7/21/20,1,1,152436,0,0,0,0,0,28,23,51,13,0,0,,514,202,494,0
,,,,,,,,,,,,,,,,,,,,,,,,
30,7/20/20,2020,Tsaratanana,Betsiboka,8/4/20,0,1,152436,0,0,0,0,0,17,21,38,9,0,0,,434,146,422,0
,,,,,,,,,,,,,,,,,,,,,,,,
31,7/27/20,2020,Tsaratanana,Betsiboka,8/4/20,1,1,152436,0,0,0,0,0,30,15,45,10,0,0,,361,134,357,0
,,,,,,,,,,,,,,,,,,,,,,,,
32,8/3/20,2020,Tsaratanana,Betsiboka,8/14/20,0,1,152436,0,0,0,0,0,24,4,28,3,0,0,,327,84,325,0
,,,,,,,,,,,,,,,,,,,,,,,,
33,8/10/20,2020,Tsaratanana,Betsiboka,8/18/20,1,1,152436,0,0,0,0,0,24,16,40,10,0,0,,321,94,322,0
,,,,,,,,,,,,,,,,,,,,,,,,
34,8/17/20,2020,Tsaratanana,Betsiboka,8/29/20,0,1,152436,0,0,0,0,0,22,18,40,15,0,0,,371,93,365,0
,,,,,,,,,,,,,,,,,,,,,,,,
35,8/24/20,2020,Tsaratanana,Betsiboka,9/1/20,1,1,152436,0,0,0,0,0,22,26,48,10,0,0,,341,89,327,0
,,,,,,,,,,,,,,,,,,,,,,,,
36,8/31/20,2020,Tsaratanana,Betsiboka,9/8/20,1,1,152436,0,0,0,0,0,23,17,40,11,0,0,,345,78,324,0
,,,,,,,,,,,,,,,,,,,,,,,,
37,9/7/20,2020,Tsaratanana,Betsiboka,9/16/20,0,1,152436,0,0,0,0,0,26,26,52,11,0,0,,407,104,390,0
,,,,,,,,,,,,,,,,,,,,,,,,
38,9/14/20,2020,Tsaratanana,Betsiboka,9/23/20,0,1,152436,0,0,0,0,0,17,19,36,7,0,0,,351,104,321,0
,,,,,,,,,,,,,,,,,,,,,,,,
39,9/21/20,2020,Tsaratanana,Betsiboka,9/30/20,0,1,152436,0,0,0,0,0,11,31,42,5,0,0,,376,106,324,0
,,,,,,,,,,,,,,,,,,,,,,,,
40,9/28/20,2020,Tsaratanana,Betsiboka,10/7/20,0,1,152436,0,0,0,0,0,28,25,53,5,0,0,,375,119,349,0
,,,,,,,,,,,,,,,,,,,,,,,,
41,10/5/20,2020,Tsaratanana,Betsiboka,10/20/20,0,1,152436,0,0,0,0,0,28,36,64,10,0,0,,366,98,340,0
,,,,,,,,,,,,,,,,,,,,,,,,
42,10/12/20,2020,Tsaratanana,Betsiboka,10/20/20,1,1,152436,0,0,0,0,0,35,19,54,9,0,0,,371,87,343,0
,,,,,,,,,,,,,,,,,,,,,,,,
43,10/19/20,2020,Tsaratanana,Betsiboka,11/6/20,0,1,152436,0,0,0,0,0,23,27,50,6,0,0,,374,114,348,0
,,,,,,,,,,,,,,,,,,,,,,,,
44,10/26/20,2020,Tsaratanana,Betsiboka,11/6/20,0,1,152436,0,0,0,0,0,33,23,56,7,0,0,,332,90,316,0
,,,,,,,,,,,,,,,,,,,,,,,,
45,11/2/20,2020,Tsaratanana,Betsiboka,11/10/20,1,1,152436,0,0,0,0,0,34,25,59,10,0,0,,424,148,399,0
,,,,,,,,,,,,,,,,,,,,,,,,
46,11/9/20,2020,Tsaratanana,Betsiboka,11/17/20,1,1,152436,0,0,0,0,0,44,24,68,6,0,0,,429,135,398,0
,,,,,,,,,,,,,,,,,,,,,,,,
47,11/16/20,2020,Tsaratanana,Betsiboka,12/1/20,0,1,152436,0,0,0,0,0,45,24,69,8,0,0,,381,110,386,0
,,,,,,,,,,,,,,,,,,,,,,,,
48,11/23/20,2020,Tsaratanana,Betsiboka,12/1/20,1,1,152436,0,0,0,0,0,30,26,56,11,0,0,,359,94,335,0
,,,,,,,,,,,,,,,,,,,,,,,,
49,11/30/20,2020,Tsaratanana,Betsiboka,12/15/20,0,1,152436,0,0,0,0,0,33,19,52,8,0,0,,245,62,238,0
,,,,,,,,,,,,,,,,,,,,,,,,
50,12/7/20,2020,Tsaratanana,Betsiboka,12/15/20,1,1,152436,0,0,0,0,0,46,14,60,5,0,0,,321,105,328,0
,,,,,,,,,,,,,,,,,,,,,,,,
51,12/14/20,2020,Tsaratanana,Betsiboka,12/29/20,0,1,152436,0,0,0,0,0,42,27,69,3,0,0,,375,122,378,0
,,,,,,,,,,,,,,,,,,,,,,,,
52,12/21/20,2020,Tsaratanana,Betsiboka,12/29/20,1,1,152436,0,0,0,0,0,32,14,46,2,0,0,,317,123,319,0
,,,,,,,,,,,,,,,,,,,,,,,,
1,12/30/19,2020,Tsihombe,Androy,1/7/20,1,1,163047,,,,,,,2,2,,,,,55,6,55,
,,,,,,,,,,,,,,,,,,,,,,,,
2,1/6/20,2020,Tsihombe,Androy,1/14/20,1,1,163047,,,,,,19,1,20,1,,,,58,11,54,
,,,,,,,,,,,,,,,,,,,,,,,,
3,1/13/20,2020,Tsihombe,Androy,1/21/20,1,1,163047,,,,,,13,2,15,,,,,70,3,61,
,,,,,,,,,,,,,,,,,,,,,,,,
4,1/20/20,2020,Tsihombe,Androy,1/28/20,1,1,163047,,,,,,19,,19,,,,,89,3,78,
,,,,,,,,,,,,,,,,,,,,,,,,
5,1/27/20,2020,Tsihombe,Androy,2/4/20,1,1,163047,,,,,,23,3,26,,,,,58,1,53,
,,,,,,,,,,,,,,,,,,,,,,,,
6,2/3/20,2020,Tsihombe,Androy,2/11/20,1,1,163047,,,,,,26,5,31,1,,,,78,7,74,
,,,,,,,,,,,,,,,,,,,,,,,,
7,2/10/20,2020,Tsihombe,Androy,2/18/20,1,1,163047,,,,,,25,6,31,,,,,81,7,75,
,,,,,,,,,,,,,,,,,,,,,,,,
8,2/17/20,2020,Tsihombe,Androy,2/25/20,1,1,163047,,,,,,41,2,43,,,,,73,4,72,
,,,,,,,,,,,,,,,,,,,,,,,,
9,2/24/20,2020,Tsihombe,Androy,3/3/20,1,1,163047,,,,,,22,2,24,,,,,58,2,53,
,,,,,,,,,,,,,,,,,,,,,,,,
10,3/2/20,2020,Tsihombe,Androy,3/10/20,1,1,163047,,,,,,15,1,16,,,,,46,5,45,
,,,,,,,,,,,,,,,,,,,,,,,,
11,3/9/20,2020,Tsihombe,Androy,3/17/20,1,1,163047,,,,,,9,,9,,,,,52,6,52,
,,,,,,,,,,,,,,,,,,,,,,,,
12,3/16/20,2020,Tsihombe,Androy,3/24/20,1,1,163047,,,,,,10,1,11,,,,,65,3,64,
,,,,,,,,,,,,,,,,,,,,,,,,
13,3/23/20,2020,Tsihombe,Androy,3/31/20,1,1,163047,,,,,,22,2,24,1,,,,111,4,99,
,,,,,,,,,,,,,,,,,,,,,,,,
14,3/30/20,2020,Tsihombe,Androy,4/7/20,1,1,163047,,,,,,10,2,12,,,,,77,3,71,
,,,,,,,,,,,,,,,,,,,,,,,,
15,4/6/20,2020,Tsihombe,Androy,4/14/20,1,1,163047,,,,,,23,2,25,,,,,60,7,59,
,,,,,,,,,,,,,,,,,,,,,,,,
16,4/13/20,2020,Tsihombe,Androy,4/21/20,1,1,163047,,,,,,9,2,11,,,,,86,11,83,
,,,,,,,,,,,,,,,,,,,,,,,,
17,4/20/20,2020,Tsihombe,Androy,4/28/20,1,1,163047,,,,,,25,3,28,,,,,84,11,76,
,,,,,,,,,,,,,,,,,,,,,,,,
18,4/27/20,2020,Tsihombe,Androy,5/5/20,1,1,163047,,,,,,18,8,26,,,,,90,11,88,
,,,,,,,,,,,,,,,,,,,,,,,,
19,5/4/20,2020,Tsihombe,Androy,5/12/20,1,1,163047,,,,,,18,2,20,,,,,152,24,148,
,,,,,,,,,,,,,,,,,,,,,,,,
20,5/11/20,2020,Tsihombe,Androy,5/19/20,1,1,163047,,,,,,16,3,19,2,,,,136,23,134,
,,,,,,,,,,,,,,,,,,,,,,,,
21,5/18/20,2020,Tsihombe,Androy,5/26/20,1,1,163047,,,,,,16,3,19,2,,,,146,17,143,
,,,,,,,,,,,,,,,,,,,,,,,,
22,5/25/20,2020,Tsihombe,Androy,6/2/20,1,1,163047,,,,,,10,1,11,,,,,103,6,100,
,,,,,,,,,,,,,,,,,,,,,,,,
23,6/1/20,2020,Tsihombe,Androy,6/9/20,1,1,163047,,,,,,7,3,10,,,,,55,7,52,
,,,,,,,,,,,,,,,,,,,,,,,,
24,6/8/20,2020,Tsihombe,Androy,6/16/20,1,1,163047,,,,,,10,5,15,1,,,,62,9,63,
,,,,,,,,,,,,,,,,,,,,,,,,
25,6/15/20,2020,Tsihombe,Androy,6/23/20,1,1,163047,,,,,,15,,15,2,,,,60,8,60,
,,,,,,,,,,,,,,,,,,,,,,,,
26,6/22/20,2020,Tsihombe,Androy,6/30/20,1,1,163047,,,,,,11,,11,2,,,,38,5,38,
,,,,,,,,,,,,,,,,,,,,,,,,
27,6/29/20,2020,Tsihombe,Androy,7/7/20,1,1,163047,,,,,,10,3,13,,,,,63,3,61,
,,,,,,,,,,,,,,,,,,,,,,,,
28,7/6/20,2020,Tsihombe,Androy,7/14/20,1,1,163047,,,,,,29,3,32,,,,,41,2,41,
,,,,,,,,,,,,,,,,,,,,,,,,
29,7/13/20,2020,Tsihombe,Androy,7/21/20,1,1,163047,,,,,,28,6,34,2,,,,65,2,65,
,,,,,,,,,,,,,,,,,,,,,,,,
30,7/20/20,2020,Tsihombe,Androy,7/28/20,1,1,163047,,,,,,12,,12,,,,,58,2,58,
,,,,,,,,,,,,,,,,,,,,,,,,
31,7/27/20,2020,Tsihombe,Androy,8/4/20,1,1,163047,,,,,,14,3,17,,,,,45,7,45,
,,,,,,,,,,,,,,,,,,,,,,,,
32,8/3/20,2020,Tsihombe,Androy,8/11/20,1,1,163047,,,,,,5,4,9,1,,,,29,1,29,
,,,,,,,,,,,,,,,,,,,,,,,,
33,8/10/20,2020,Tsihombe,Androy,8/18/20,1,1,163047,,,,,,7,1,8,,,,,41,2,41,
,,,,,,,,,,,,,,,,,,,,,,,,
34,8/17/20,2020,Tsihombe,Androy,8/25/20,1,1,163047,,,,,,6,,6,,,,,29,1,29,
,,,,,,,,,,,,,,,,,,,,,,,,
35,8/24/20,2020,Tsihombe,Androy,9/1/20,1,1,163047,,,,,,5,1,6,,,,,40,1,40,
,,,,,,,,,,,,,,,,,,,,,,,,
36,8/31/20,2020,Tsihombe,Androy,9/8/20,1,1,163047,,,,,,4,1,5,,,,,41,3,41,
,,,,,,,,,,,,,,,,,,,,,,,,
37,9/7/20,2020,Tsihombe,Androy,9/15/20,1,1,163047,,,,,,3,,3,,,,,46,1,46,
,,,,,,,,,,,,,,,,,,,,,,,,
38,9/14/20,2020,Tsihombe,Androy,9/22/20,1,1,163047,,,,,,3,2,5,,,,,53,1,53,
,,,,,,,,,,,,,,,,,,,,,,,,
39,9/21/20,2020,Tsihombe,Androy,9/29/20,1,1,163047,,,,,,7,2,9,,,,,42,6,42,
,,,,,,,,,,,,,,,,,,,,,,,,
40,9/28/20,2020,Tsihombe,Androy,10/6/20,1,1,163047,,,,,,7,4,11,,,,,71,6,71,
,,,,,,,,,,,,,,,,,,,,,,,,
41,10/5/20,2020,Tsihombe,Androy,10/13/20,1,1,163047,,,,,,2,1,3,,,,,28,4,28,
,,,,,,,,,,,,,,,,,,,,,,,,
42,10/12/20,2020,Tsihombe,Androy,10/20/20,1,1,163047,,,,,,4,,4,,,,,26,2,26,
,,,,,,,,,,,,,,,,,,,,,,,,
43,10/19/20,2020,Tsihombe,Androy,10/27/20,1,1,163047,,,,,,4,3,7,,,,,51,4,51,
,,,,,,,,,,,,,,,,,,,,,,,,
44,10/26/20,2020,Tsihombe,Androy,11/3/20,1,1,163047,,,,,,5,,5,,,,,9,1,9,
,,,,,,,,,,,,,,,,,,,,,,,,
45,11/2/20,2020,Tsihombe,Androy,11/10/20,1,1,163047,,,,,,4,1,5,,,,,34,1,34,
,,,,,,,,,,,,,,,,,,,,,,,,
46,11/9/20,2020,Tsihombe,Androy,11/17/20,1,1,163047,,,,,,2,1,3,,,,,26,2,26,
,,,,,,,,,,,,,,,,,,,,,,,,
47,11/16/20,2020,Tsihombe,Androy,11/24/20,1,1,163047,,,,,,6,8,14,,,,,46,0,46,
,,,,,,,,,,,,,,,,,,,,,,,,
48,11/23/20,2020,Tsihombe,Androy,12/1/20,1,1,163047,,,,,,19,11,30,,,,,38,1,38,
,,,,,,,,,,,,,,,,,,,,,,,,
49,11/30/20,2020,Tsihombe,Androy,12/8/20,1,1,163047,,,,,,34,22,56,,,,,53,1,53,
,,,,,,,,,,,,,,,,,,,,,,,,
50,12/7/20,2020,Tsihombe,Androy,12/15/20,1,1,163047,,,,,,18,13,31,,,,,44,0,44,
,,,,,,,,,,,,,,,,,,,,,,,,
51,12/14/20,2020,Tsihombe,Androy,12/22/20,1,1,163047,,,,,,10,5,15,,,,,53,1,53,
,,,,,,,,,,,,,,,,,,,,,,,,
52,12/21/20,2020,Tsihombe,Androy,12/29/20,1,1,163047,,,,,,18,12,30,2,,,,32,0,32,
,,,,,,,,,,,,,,,,,,,,,,,,
53,12/28/20,2020,Tsihombe,Androy,1/5/21,1,1,163047,,,,,,13,99,112,2,,,,15,1,15,
,,,,,,,,,,,,,,,,,,,,,,,,
1,12/30/19,2020,Tsiroanomandidy,Bongolava,1/7/20,1,1,537080,,,,,,23,8,31,1,,,,700,324,688,
,,,,,,,,,,,,,,,,,,,,,,,,
2,1/6/20,2020,Tsiroanomandidy,Bongolava,1/14/20,1,1,537080,,,,,,58,22,80,2,,,,963,431,928,
,,,,,,,,,,,,,,,,,,,,,,,,
3,1/13/20,2020,Tsiroanomandidy,Bongolava,1/21/20,1,1,537080,,,,,,50,24,74,17,,,,1319,542,1288,
,,,,,,,,,,,,,,,,,,,,,,,,
4,1/20/20,2020,Tsiroanomandidy,Bongolava,1/28/20,1,1,537080,,,,,,52,19,71,15,,,,1234,545,1233,
,,,,,,,,,,,,,,,,,,,,,,,,
5,1/27/20,2020,Tsiroanomandidy,Bongolava,2/4/20,1,1,537080,,,,,,51,31,82,21,,,,1537,727,1531,
,,,,,,,,,,,,,,,,,,,,,,,,
6,2/3/20,2020,Tsiroanomandidy,Bongolava,2/11/20,1,1,537080,,,,,,31,32,63,21,,,,1676,634,1671,
,,,,,,,,,,,,,,,,,,,,,,,,
7,2/10/20,2020,Tsiroanomandidy,Bongolava,2/18/20,1,1,537080,,,,,,26,30,56,6,,,,1271,491,1270,
,,,,,,,,,,,,,,,,,,,,,,,,
8,2/17/20,2020,Tsiroanomandidy,Bongolava,2/25/20,1,1,537080,,,,,,27,17,44,5,,,,1106,391,1106,
,,,,,,,,,,,,,,,,,,,,,,,,
9,2/24/20,2020,Tsiroanomandidy,Bongolava,3/3/20,1,1,537080,,,,,,18,27,45,1,,,,1070,334,1070,
,,,,,,,,,,,,,,,,,,,,,,,,
10,3/2/20,2020,Tsiroanomandidy,Bongolava,3/10/20,1,1,537080,,,,,,26,32,58,4,,,,1272,397,1266,
,,,,,,,,,,,,,,,,,,,,,,,,
11,3/9/20,2020,Tsiroanomandidy,Bongolava,3/17/20,1,1,537080,,,,,,18,17,35,5,,,,985,325,974,
,,,,,,,,,,,,,,,,,,,,,,,,
12,3/16/20,2020,Tsiroanomandidy,Bongolava,3/24/20,1,1,537080,,,,,,15,18,33,2,,,,768,187,667,
,,,,,,,,,,,,,,,,,,,,,,,,
13,3/23/20,2020,Tsiroanomandidy,Bongolava,3/31/20,1,1,537080,,,,,,11,15,26,5,,,,1071,214,861,
,,,,,,,,,,,,,,,,,,,,,,,,
14,3/30/20,2020,Tsiroanomandidy,Bongolava,4/7/20,1,1,537080,,,,,,13,8,21,12,,,,1198,502,1197,
,,,,,,,,,,,,,,,,,,,,,,,,
15,4/6/20,2020,Tsiroanomandidy,Bongolava,4/14/20,1,1,537080,,,,,,13,11,24,6,,,,1198,506,1197,
,,,,,,,,,,,,,,,,,,,,,,,,
16,4/13/20,2020,Tsiroanomandidy,Bongolava,4/21/20,1,1,537080,,,,,,9,16,25,3,,,,1285,540,1284,
,,,,,,,,,,,,,,,,,,,,,,,,
17,4/20/20,2020,Tsiroanomandidy,Bongolava,4/28/20,1,1,537080,,,,,,20,12,32,5,,,,1389,645,1383,
,,,,,,,,,,,,,,,,,,,,,,,,
18,4/27/20,2020,Tsiroanomandidy,Bongolava,5/5/20,1,1,537080,,,,,,18,14,32,5,,,,1452,862,1452,
,,,,,,,,,,,,,,,,,,,,,,,,
19,5/4/20,2020,Tsiroanomandidy,Bongolava,5/12/20,1,1,537080,,,,,,40,22,62,9,,,,1946,1044,1944,
,,,,,,,,,,,,,,,,,,,,,,,,
20,5/11/20,2020,Tsiroanomandidy,Bongolava,5/19/20,1,1,537080,,,,,,43,35,78,24,,,,1963,967,1958,
,,,,,,,,,,,,,,,,,,,,,,,,
21,5/18/20,2020,Tsiroanomandidy,Bongolava,5/26/20,1,1,537080,,,,,,70,28,98,33,,,,1989,894,1986,
,,,,,,,,,,,,,,,,,,,,,,,,
22,5/25/20,2020,Tsiroanomandidy,Bongolava,6/2/20,1,1,537080,,,,,,81,33,114,28,,,,1834,844,1829,
,,,,,,,,,,,,,,,,,,,,,,,,
23,6/1/20,2020,Tsiroanomandidy,Bongolava,6/9/20,1,1,537080,,,,,,78,19,97,37,,,,1468,608,1465,
,,,,,,,,,,,,,,,,,,,,,,,,
24,6/8/20,2020,Tsiroanomandidy,Bongolava,6/16/20,1,1,537080,,,,,,86,28,114,30,,,,1130,403,1128,
,,,,,,,,,,,,,,,,,,,,,,,,
25,6/15/20,2020,Tsiroanomandidy,Bongolava,6/23/20,1,1,537080,,,,,,62,17,79,21,,,,1090,212,1073,
,,,,,,,,,,,,,,,,,,,,,,,,
26,6/22/20,2020,Tsiroanomandidy,Bongolava,6/30/20,1,1,537080,,,,,,63,19,82,9,,,,954,182,945,
,,,,,,,,,,,,,,,,,,,,,,,,
27,6/29/20,2020,Tsiroanomandidy,Bongolava,7/7/20,1,1,537080,,,,,,152,33,185,18,,,,909,193,909,
,,,,,,,,,,,,,,,,,,,,,,,,
28,7/6/20,2020,Tsiroanomandidy,Bongolava,7/14/20,1,1,537080,,,,,,130,22,152,21,,,,753,161,752,
,,,,,,,,,,,,,,,,,,,,,,,,
29,7/13/20,2020,Tsiroanomandidy,Bongolava,7/21/20,1,1,537080,,,,,,84,18,102,12,,,,635,134,635,
,,,,,,,,,,,,,,,,,,,,,,,,
30,7/20/20,2020,Tsiroanomandidy,Bongolava,7/28/20,1,1,537080,,,,,,48,12,60,10,,,,455,106,455,
,,,,,,,,,,,,,,,,,,,,,,,,
31,7/27/20,2020,Tsiroanomandidy,Bongolava,8/4/20,1,1,537080,,,,,,28,22,50,8,,,,375,81,375,
,,,,,,,,,,,,,,,,,,,,,,,,
32,8/3/20,2020,Tsiroanomandidy,Bongolava,8/11/20,1,1,537080,,,,,,16,14,30,11,,,,378,72,378,
,,,,,,,,,,,,,,,,,,,,,,,,
33,8/10/20,2020,Tsiroanomandidy,Bongolava,8/18/20,1,1,537080,,,,,,15,14,29,12,,,,321,48,321,
,,,,,,,,,,,,,,,,,,,,,,,,
34,8/17/20,2020,Tsiroanomandidy,Bongolava,8/25/20,1,1,537080,,,,,,18,6,24,12,,,,323,72,323,
,,,,,,,,,,,,,,,,,,,,,,,,
35,8/24/20,2020,Tsiroanomandidy,Bongolava,9/1/20,1,1,537080,,,,,,9,7,16,9,,,,320,58,320,
,,,,,,,,,,,,,,,,,,,,,,,,
36,8/31/20,2020,Tsiroanomandidy,Bongolava,9/8/20,1,1,537080,,,,,,11,7,18,8,,,,289,55,289,
,,,,,,,,,,,,,,,,,,,,,,,,
37,9/7/20,2020,Tsiroanomandidy,Bongolava,9/15/20,1,1,537080,,,,,,13,6,19,11,,,,266,55,266,
,,,,,,,,,,,,,,,,,,,,,,,,
38,9/14/20,2020,Tsiroanomandidy,Bongolava,9/22/20,1,1,537080,,,,,,15,5,20,9,,,,302,94,290,
,,,,,,,,,,,,,,,,,,,,,,,,
39,9/21/20,2020,Tsiroanomandidy,Bongolava,9/29/20,1,1,537080,,,,,,16,2,18,13,,,,270,74,269,
,,,,,,,,,,,,,,,,,,,,,,,,
40,9/28/20,2020,Tsiroanomandidy,Bongolava,10/6/20,1,1,537080,,,,,,12,7,19,5,,,,296,83,284,
,,,,,,,,,,,,,,,,,,,,,,,,
41,10/5/20,2020,Tsiroanomandidy,Bongolava,10/13/20,1,1,537080,,,,,,17,5,22,7,,,,283,63,282,
,,,,,,,,,,,,,,,,,,,,,,,,
42,10/12/20,2020,Tsiroanomandidy,Bongolava,10/20/20,1,1,537080,,,,,,9,6,15,6,,,,260,64,254,
,,,,,,,,,,,,,,,,,,,,,,,,
43,10/19/20,2020,Tsiroanomandidy,Bongolava,10/27/20,1,1,537080,,,,,,25,10,35,2,,,,221,57,220,
,,,,,,,,,,,,,,,,,,,,,,,,
44,10/26/20,2020,Tsiroanomandidy,Bongolava,11/3/20,1,1,537080,,,,,,22,9,31,1,,,,336,111,336,
,,,,,,,,,,,,,,,,,,,,,,,,
45,11/2/20,2020,Tsiroanomandidy,Bongolava,11/10/20,1,1,537080,,,,,,21,10,31,4,,,,455,157,455,
,,,,,,,,,,,,,,,,,,,,,,,,
46,11/9/20,2020,Tsiroanomandidy,Bongolava,11/17/20,1,1,537080,,,,,,19,7,26,4,,,,508,102,502,
,,,,,,,,,,,,,,,,,,,,,,,,
47,11/16/20,2020,Tsiroanomandidy,Bongolava,11/24/20,1,1,537080,,,,,,34,4,38,7,,,,467,126,467,
,,,,,,,,,,,,,,,,,,,,,,,,
48,11/23/20,2020,Tsiroanomandidy,Bongolava,12/1/20,1,1,537080,,,,,,27,5,32,7,,,,407,107,407,
,,,,,,,,,,,,,,,,,,,,,,,,
