Semaine épidémiologique,Date SE,année_SE,district,region,date envoi,Prompt District,Compl District,Pop district,Suspicion d'arbovirose,Autre évènement inhabituel nécessitant une alerte,Cas suspect de cholera,Décès maternel,Décès néonatal,Diarrhées aigues chez moins 5ans,Diarrhées aigues chez plus 5ans,Diarrhées aigues,Diarrhée sanglante,Toxi Infection Alimentaire collective (TIAC),Episode d'Intoxication par consommation d'animaux marins (ICAM),Grippe aviaire,Nombre de cas de fièvre (T°37.5C),Paludisme confirmé,Nombre de TDR effectué,Fièvre hémorragique aiguë
2,1/6/20,2020,Ampanihy Ouest,Atsimo Andrefana,1/14/20,1,1,427934,,,,,,25,6,31,4,,,,304,113,288,
,,,,,,,,,,,,,,,,,,,,,,,,
3,1/13/20,2020,Ampanihy Ouest,Atsimo Andrefana,1/21/20,1,1,427934,,,,,,24,3,27,8,,,,252,71,253,
,,,,,,,,,,,,,,,,,,,,,,,,
4,1/20/20,2020,Ampanihy Ouest,Atsimo Andrefana,1/28/20,1,1,427934,,,,,,17,5,22,3,,,,247,41,236,
,,,,,,,,,,,,,,,,,,,,,,,,
5,1/27/20,2020,Ampanihy Ouest,Atsimo Andrefana,2/4/20,1,1,427934,,,,,,32,6,38,4,,,,277,60,267,
,,,,,,,,,,,,,,,,,,,,,,,,
6,2/3/20,2020,Ampanihy Ouest,Atsimo Andrefana,2/11/20,1,1,427934,,,,,,39,13,52,1,,,,333,40,307,
,,,,,,,,,,,,,,,,,,,,,,,,
7,2/10/20,2020,Ampanihy Ouest,Atsimo Andrefana,2/18/20,1,1,427934,,,,,,37,6,43,3,,,,371,62,346,
,,,,,,,,,,,,,,,,,,,,,,,,
8,2/17/20,2020,Ampanihy Ouest,Atsimo Andrefana,2/25/20,1,1,427934,,,,,,32,5,37,3,,,,340,88,337,
,,,,,,,,,,,,,,,,,,,,,,,,
9,2/24/20,2020,Ampanihy Ouest,Atsimo Andrefana,3/3/20,1,1,427934,,,,,,24,4,28,3,,,,212,38,212,
,,,,,,,,,,,,,,,,,,,,,,,,
10,3/2/20,2020,Ampanihy Ouest,Atsimo Andrefana,3/10/20,1,1,427934,,,,,,25,7,32,,,,,218,31,211,
,,,,,,,,,,,,,,,,,,,,,,,,
11,3/9/20,2020,Ampanihy Ouest,Atsimo Andrefana,3/17/20,1,1,427934,,,,,,16,2,18,,,,,190,39,175,
,,,,,,,,,,,,,,,,,,,,,,,,
12,3/16/20,2020,Ampanihy Ouest,Atsimo Andrefana,3/24/20,1,1,427934,,,,,,18,2,20,2,,,,209,41,196,
,,,,,,,,,,,,,,,,,,,,,,,,
13,3/23/20,2020,Ampanihy Ouest,Atsimo Andrefana,3/31/20,1,1,427934,,,,,,20,4,24,,,,,326,104,295,
,,,,,,,,,,,,,,,,,,,,,,,,
14,3/30/20,2020,Ampanihy Ouest,Atsimo Andrefana,4/7/20,1,1,427934,,,,,,22,3,25,3,,,,267,89,255,
,,,,,,,,,,,,,,,,,,,,,,,,
15,4/6/20,2020,Ampanihy Ouest,Atsimo Andrefana,4/14/20,1,1,427934,,,,,,28,6,34,3,,,,246,83,236,
,,,,,,,,,,,,,,,,,,,,,,,,
16,4/13/20,2020,Ampanihy Ouest,Atsimo Andrefana,4/21/20,1,1,427934,,,,,,33,2,35,3,,,,313,143,294,
,,,,,,,,,,,,,,,,,,,,,,,,
17,4/20/20,2020,Ampanihy Ouest,Atsimo Andrefana,4/28/20,1,1,427934,,,,,,25,2,27,2,,,,368,197,366,
,,,,,,,,,,,,,,,,,,,,,,,,
18,4/27/20,2020,Ampanihy Ouest,Atsimo Andrefana,5/5/20,1,1,427934,,,,,,38,3,41,4,,,,481,284,481,
,,,,,,,,,,,,,,,,,,,,,,,,
19,5/4/20,2020,Ampanihy Ouest,Atsimo Andrefana,5/12/20,1,1,427934,,,,,,25,5,30,4,,,,630,354,631,
,,,,,,,,,,,,,,,,,,,,,,,,
20,5/11/20,2020,Ampanihy Ouest,Atsimo Andrefana,5/19/20,1,1,427934,,,,,,28,5,33,1,,,,577,400,570,
,,,,,,,,,,,,,,,,,,,,,,,,
21,5/18/20,2020,Ampanihy Ouest,Atsimo Andrefana,5/26/20,1,1,427934,,,,,,25,1,26,2,,,,392,298,384,
,,,,,,,,,,,,,,,,,,,,,,,,
22,5/25/20,2020,Ampanihy Ouest,Atsimo Andrefana,6/2/20,1,1,427934,,,,,,16,4,20,2,,,,342,263,348,
,,,,,,,,,,,,,,,,,,,,,,,,
23,6/1/20,2020,Ampanihy Ouest,Atsimo Andrefana,6/9/20,1,1,427934,,,,,,15,,15,1,,,,302,174,300,
,,,,,,,,,,,,,,,,,,,,,,,,
24,6/8/20,2020,Ampanihy Ouest,Atsimo Andrefana,6/16/20,1,1,427934,,,,,,9,,9,,,,,406,214,402,
,,,,,,,,,,,,,,,,,,,,,,,,
25,6/15/20,2020,Ampanihy Ouest,Atsimo Andrefana,6/23/20,1,1,427934,,,,,,7,,7,1,,,,477,165,474,
,,,,,,,,,,,,,,,,,,,,,,,,
26,6/22/20,2020,Ampanihy Ouest,Atsimo Andrefana,6/30/20,1,1,427934,,,,,,10,,10,1,,,,489,208,494,
,,,,,,,,,,,,,,,,,,,,,,,,
27,6/29/20,2020,Ampanihy Ouest,Atsimo Andrefana,7/7/20,1,1,427934,,,,,,5,1,6,2,,,,511,300,518,
,,,,,,,,,,,,,,,,,,,,,,,,
28,7/6/20,2020,Ampanihy Ouest,Atsimo Andrefana,7/14/20,1,1,427934,,,,,,7,3,10,1,,,,567,288,569,
,,,,,,,,,,,,,,,,,,,,,,,,
29,7/13/20,2020,Ampanihy Ouest,Atsimo Andrefana,7/21/20,1,1,427934,,,,,,5,,5,3,,,,491,215,490,
,,,,,,,,,,,,,,,,,,,,,,,,
30,7/20/20,2020,Ampanihy Ouest,Atsimo Andrefana,7/28/20,1,1,427934,,,,,,15,2,17,3,,,,473,219,469,
,,,,,,,,,,,,,,,,,,,,,,,,
31,7/27/20,2020,Ampanihy Ouest,Atsimo Andrefana,8/4/20,1,1,427934,,,,,,4,,4,2,,,,274,118,273,
,,,,,,,,,,,,,,,,,,,,,,,,
32,8/3/20,2020,Ampanihy Ouest,Atsimo Andrefana,8/11/20,1,1,427934,,,,,,7,2,9,1,,,,301,82,292,
,,,,,,,,,,,,,,,,,,,,,,,,
33,8/10/20,2020,Ampanihy Ouest,Atsimo Andrefana,8/18/20,1,1,427934,,,,,,9,1,10,1,,,,326,91,322,
,,,,,,,,,,,,,,,,,,,,,,,,
34,8/17/20,2020,Ampanihy Ouest,Atsimo Andrefana,8/25/20,1,1,427934,,,,,,5,1,6,1,,,,280,94,277,
,,,,,,,,,,,,,,,,,,,,,,,,
35,8/24/20,2020,Ampanihy Ouest,Atsimo Andrefana,9/1/20,1,1,427934,,,,,,17,,17,2,,,,303,73,296,
,,,,,,,,,,,,,,,,,,,,,,,,
36,8/31/20,2020,Ampanihy Ouest,Atsimo Andrefana,9/8/20,1,1,427934,,,,,,8,,8,1,,,,196,49,189,
,,,,,,,,,,,,,,,,,,,,,,,,
37,9/7/20,2020,Ampanihy Ouest,Atsimo Andrefana,9/15/20,1,1,427934,,,,,,8,2,10,2,,,,210,54,206,
,,,,,,,,,,,,,,,,,,,,,,,,
38,9/14/20,2020,Ampanihy Ouest,Atsimo Andrefana,9/22/20,1,1,427934,,,,,,15,3,18,1,,,,288,93,279,
,,,,,,,,,,,,,,,,,,,,,,,,
39,9/21/20,2020,Ampanihy Ouest,Atsimo Andrefana,9/29/20,1,1,427934,,,,,,13,1,14,2,,,,276,81,274,
,,,,,,,,,,,,,,,,,,,,,,,,
40,9/28/20,2020,Ampanihy Ouest,Atsimo Andrefana,10/6/20,1,1,427934,,,,,,7,1,8,2,,,,284,96,288,
,,,,,,,,,,,,,,,,,,,,,,,,
41,10/5/20,2020,Ampanihy Ouest,Atsimo Andrefana,10/13/20,1,1,427934,,,,,,10,1,11,2,,,,269,91,253,
,,,,,,,,,,,,,,,,,,,,,,,,
42,10/12/20,2020,Ampanihy Ouest,Atsimo Andrefana,10/20/20,1,1,427934,,,,,,12,1,13,,,,,234,78,224,
,,,,,,,,,,,,,,,,,,,,,,,,
43,10/19/20,2020,Ampanihy Ouest,Atsimo Andrefana,10/27/20,1,1,427934,,,,,,5,1,6,,,,,194,45,193,
,,,,,,,,,,,,,,,,,,,,,,,,
44,10/26/20,2020,Ampanihy Ouest,Atsimo Andrefana,11/3/20,1,1,427934,,,,,,7,1,8,3,,,,207,49,209,
,,,,,,,,,,,,,,,,,,,,,,,,
45,11/2/20,2020,Ampanihy Ouest,Atsimo Andrefana,11/10/20,1,1,427934,,,,,,8,1,9,2,,,,173,35,174,
,,,,,,,,,,,,,,,,,,,,,,,,
46,11/9/20,2020,Ampanihy Ouest,Atsimo Andrefana,11/17/20,1,1,427934,,,,,,30,2,32,1,,,,286,72,286,
,,,,,,,,,,,,,,,,,,,,,,,,
47,11/16/20,2020,Ampanihy Ouest,Atsimo Andrefana,11/24/20,1,1,427934,,,,,,15,2,17,2,,,,252,37,252,
,,,,,,,,,,,,,,,,,,,,,,,,
48,11/23/20,2020,Ampanihy Ouest,Atsimo Andrefana,12/1/20,1,1,427934,,,,,,9,3,12,1,,,,195,32,195,
,,,,,,,,,,,,,,,,,,,,,,,,
49,11/30/20,2020,Ampanihy Ouest,Atsimo Andrefana,12/8/20,1,1,427934,,,,,,10,4,14,,,,,150,24,150,
,,,,,,,,,,,,,,,,,,,,,,,,
50,12/7/20,2020,Ampanihy Ouest,Atsimo Andrefana,12/15/20,1,1,427934,,,,,,16,2,18,5,,,,157,25,156,
,,,,,,,,,,,,,,,,,,,,,,,,
51,12/14/20,2020,Ampanihy Ouest,Atsimo Andrefana,12/22/20,1,1,427934,,,,,,21,1,22,1,,,,159,22,158,
,,,,,,,,,,,,,,,,,,,,,,,,
52,12/21/20,2020,Ampanihy Ouest,Atsimo Andrefana,12/29/20,1,1,427934,,,,,,17,3,20,3,,,,136,23,136,
,,,,,,,,,,,,,,,,,,,,,,,,
53,12/28/20,2020,Ampanihy Ouest,Atsimo Andrefana,1/5/21,1,1,427934,,,,,,8,,8,,,,,132,19,132,
,,,,,,,,,,,,,,,,,,,,,,,,
1,12/30/19,2020,Amparafaravola,Alaotra Mangoro,1/7/20,1,1,342154,0,0,0,0,0,52,22,74,20,0,0,,971,573,970,0
,,,,,,,,,,,,,,,,,,,,,,,,
2,1/6/20,2020,Amparafaravola,Alaotra Mangoro,1/14/20,1,1,342154,0,0,0,0,0,74,26,100,24,0,0,,1254,625,1252,0
,,,,,,,,,,,,,,,,,,,,,,,,
3,1/13/20,2020,Amparafaravola,Alaotra Mangoro,1/21/20,1,1,342154,0,0,0,0,0,78,32,110,24,0,0,,1419,688,1419,0
,,,,,,,,,,,,,,,,,,,,,,,,
4,1/20/20,2020,Amparafaravola,Alaotra Mangoro,1/28/20,1,1,342154,0,0,0,0,0,51,28,79,26,0,0,,1137,553,1137,0
,,,,,,,,,,,,,,,,,,,,,,,,
5,1/27/20,2020,Amparafaravola,Alaotra Mangoro,2/4/20,1,1,342154,0,0,0,0,0,72,24,96,24,0,0,,1580,804,1577,0
,,,,,,,,,,,,,,,,,,,,,,,,
6,2/3/20,2020,Amparafaravola,Alaotra Mangoro,2/11/20,1,1,342154,0,0,0,0,0,47,41,88,22,0,0,,1561,653,1550,0
,,,,,,,,,,,,,,,,,,,,,,,,
7,2/10/20,2020,Amparafaravola,Alaotra Mangoro,2/18/20,1,1,342154,0,0,0,0,0,50,39,89,19,0,0,,1556,629,1556,0
,,,,,,,,,,,,,,,,,,,,,,,,
8,2/17/20,2020,Amparafaravola,Alaotra Mangoro,2/25/20,1,1,342154,0,0,0,0,0,45,21,66,15,0,0,,1143,439,1141,0
,,,,,,,,,,,,,,,,,,,,,,,,
9,2/24/20,2020,Amparafaravola,Alaotra Mangoro,3/3/20,1,1,342154,0,0,0,0,0,36,34,70,15,0,0,,978,352,976,0
,,,,,,,,,,,,,,,,,,,,,,,,
10,3/2/20,2020,Amparafaravola,Alaotra Mangoro,3/10/20,1,1,342154,0,0,0,0,0,31,25,56,6,0,0,,983,439,973,0
,,,,,,,,,,,,,,,,,,,,,,,,
11,3/9/20,2020,Amparafaravola,Alaotra Mangoro,3/16/20,1,1,342154,0,0,0,0,0,35,21,56,10,0,0,,907,435,906,0
,,,,,,,,,,,,,,,,,,,,,,,,
12,3/16/20,2020,Amparafaravola,Alaotra Mangoro,3/31/20,0,1,342154,0,0,0,0,0,25,21,46,6,0,0,,996,430,996,0
,,,,,,,,,,,,,,,,,,,,,,,,
13,3/23/20,2020,Amparafaravola,Alaotra Mangoro,3/31/20,1,1,342154,0,0,0,0,0,27,27,54,10,0,0,,1044,491,1044,0
,,,,,,,,,,,,,,,,,,,,,,,,
14,3/30/20,2020,Amparafaravola,Alaotra Mangoro,4/7/20,1,1,342154,0,0,0,0,0,34,20,54,6,0,0,,1152,711,1152,0
,,,,,,,,,,,,,,,,,,,,,,,,
15,4/6/20,2020,Amparafaravola,Alaotra Mangoro,4/14/20,1,1,342154,0,0,0,0,0,16,13,29,11,0,0,,1302,869,1302,0
,,,,,,,,,,,,,,,,,,,,,,,,
16,4/13/20,2020,Amparafaravola,Alaotra Mangoro,4/21/20,1,1,342154,0,0,0,0,0,25,32,57,6,43,0,,1205,730,1205,0
,,,,,,,,,,,,,,,,,,,,,,,,
17,4/20/20,2020,Amparafaravola,Alaotra Mangoro,4/28/20,1,1,342154,0,0,0,0,0,27,14,41,3,7,0,,1301,828,1301,0
,,,,,,,,,,,,,,,,,,,,,,,,
18,4/27/20,2020,Amparafaravola,Alaotra Mangoro,5/5/20,1,1,342154,0,0,0,0,0,34,13,47,14,0,0,,1351,898,1351,0
,,,,,,,,,,,,,,,,,,,,,,,,
19,5/4/20,2020,Amparafaravola,Alaotra Mangoro,5/12/20,1,1,342154,0,0,0,0,0,38,20,58,7,0,0,,1427,925,1427,0
,,,,,,,,,,,,,,,,,,,,,,,,
20,5/11/20,2020,Amparafaravola,Alaotra Mangoro,5/19/20,1,1,342154,0,0,0,0,0,45,16,61,9,0,0,,1528,1012,1528,0
,,,,,,,,,,,,,,,,,,,,,,,,
21,5/18/20,2020,Amparafaravola,Alaotra Mangoro,5/26/20,1,1,342154,0,0,0,0,0,60,19,79,16,0,0,,1497,940,1497,0
,,,,,,,,,,,,,,,,,,,,,,,,
22,5/25/20,2020,Amparafaravola,Alaotra Mangoro,6/2/20,1,1,342154,0,0,0,0,0,91,19,110,13,0,0,,1381,836,1381,0
,,,,,,,,,,,,,,,,,,,,,,,,
23,6/1/20,2020,Amparafaravola,Alaotra Mangoro,6/9/20,1,1,342154,0,0,0,0,0,96,18,114,8,0,0,,1109,632,1109,0
,,,,,,,,,,,,,,,,,,,,,,,,
24,6/8/20,2020,Amparafaravola,Alaotra Mangoro,6/16/20,1,1,342154,0,0,0,0,0,102,17,119,15,0,0,,1011,496,1011,0
,,,,,,,,,,,,,,,,,,,,,,,,
25,6/15/20,2020,Amparafaravola,Alaotra Mangoro,6/23/20,1,1,342154,0,0,0,0,0,96,24,120,18,0,0,,869,413,869,0
,,,,,,,,,,,,,,,,,,,,,,,,
26,6/22/20,2020,Amparafaravola,Alaotra Mangoro,6/30/20,1,1,342154,0,0,0,0,0,75,20,95,12,0,0,,690,291,690,0
,,,,,,,,,,,,,,,,,,,,,,,,
27,6/29/20,2020,Amparafaravola,Alaotra Mangoro,7/7/20,1,1,342154,0,0,0,0,0,103,22,125,20,0,0,,640,212,640,0
,,,,,,,,,,,,,,,,,,,,,,,,
28,7/6/20,2020,Amparafaravola,Alaotra Mangoro,7/14/20,1,1,342154,0,0,0,0,0,81,26,107,22,0,0,,512,110,512,0
,,,,,,,,,,,,,,,,,,,,,,,,
29,7/13/20,2020,Amparafaravola,Alaotra Mangoro,7/21/20,1,1,342154,0,0,0,0,0,62,17,79,9,0,0,,491,92,491,0
,,,,,,,,,,,,,,,,,,,,,,,,
30,7/20/20,2020,Amparafaravola,Alaotra Mangoro,7/28/20,1,1,342154,0,0,0,0,0,44,13,57,4,0,0,,387,57,387,0
,,,,,,,,,,,,,,,,,,,,,,,,
31,7/27/20,2020,Amparafaravola,Alaotra Mangoro,8/4/20,1,1,342154,0,0,0,0,0,38,16,54,13,0,0,,332,54,332,0
,,,,,,,,,,,,,,,,,,,,,,,,
32,8/3/20,2020,Amparafaravola,Alaotra Mangoro,8/11/20,1,1,342154,0,0,0,0,0,43,20,63,16,0,0,,302,28,302,0
,,,,,,,,,,,,,,,,,,,,,,,,
33,8/10/20,2020,Amparafaravola,Alaotra Mangoro,8/18/20,1,1,342154,0,0,0,0,0,35,11,46,20,0,0,,298,33,298,0
,,,,,,,,,,,,,,,,,,,,,,,,
34,8/17/20,2020,Amparafaravola,Alaotra Mangoro,8/25/20,1,1,342154,0,0,0,0,0,23,15,38,9,0,0,,242,26,242,0
,,,,,,,,,,,,,,,,,,,,,,,,
35,8/24/20,2020,Amparafaravola,Alaotra Mangoro,9/1/20,1,1,342154,0,0,0,0,0,24,24,48,7,0,0,,271,23,271,0
,,,,,,,,,,,,,,,,,,,,,,,,
36,8/31/20,2020,Amparafaravola,Alaotra Mangoro,9/8/20,1,1,342154,0,0,0,0,0,27,14,41,14,0,0,,246,11,243,0
,,,,,,,,,,,,,,,,,,,,,,,,
37,9/7/20,2020,Amparafaravola,Alaotra Mangoro,9/15/20,1,1,342154,0,0,0,0,0,25,16,41,11,0,0,,265,13,265,0
,,,,,,,,,,,,,,,,,,,,,,,,
38,9/14/20,2020,Amparafaravola,Alaotra Mangoro,9/22/20,1,1,342154,0,0,0,0,0,31,22,53,15,0,0,,254,15,254,0
,,,,,,,,,,,,,,,,,,,,,,,,
39,9/21/20,2020,Amparafaravola,Alaotra Mangoro,9/29/20,1,1,342154,0,0,0,0,0,23,11,34,13,0,0,,221,17,221,0
,,,,,,,,,,,,,,,,,,,,,,,,
40,9/28/20,2020,Amparafaravola,Alaotra Mangoro,10/6/20,1,1,342154,0,0,0,0,0,27,18,45,22,0,0,,260,36,260,0
,,,,,,,,,,,,,,,,,,,,,,,,
41,10/5/20,2020,Amparafaravola,Alaotra Mangoro,10/13/20,1,1,342154,0,0,0,0,0,33,19,52,12,0,0,,238,25,238,0
,,,,,,,,,,,,,,,,,,,,,,,,
42,10/12/20,2020,Amparafaravola,Alaotra Mangoro,10/20/20,1,1,342154,0,0,0,0,0,37,20,57,21,0,0,,285,54,285,0
,,,,,,,,,,,,,,,,,,,,,,,,
43,10/19/20,2020,Amparafaravola,Alaotra Mangoro,10/27/20,1,1,342154,0,0,0,0,0,45,21,66,18,0,0,,355,78,355,0
,,,,,,,,,,,,,,,,,,,,,,,,
44,10/26/20,2020,Amparafaravola,Alaotra Mangoro,11/3/20,1,1,342154,0,0,0,0,0,48,25,73,20,0,0,,447,148,446,0
,,,,,,,,,,,,,,,,,,,,,,,,
45,11/2/20,2020,Amparafaravola,Alaotra Mangoro,11/10/20,1,1,342154,0,0,0,0,0,40,28,68,18,0,0,,535,215,535,0
,,,,,,,,,,,,,,,,,,,,,,,,
46,11/9/20,2020,Amparafaravola,Alaotra Mangoro,11/17/20,1,1,342154,0,0,0,0,0,57,28,85,15,0,0,,647,280,647,0
,,,,,,,,,,,,,,,,,,,,,,,,
47,11/16/20,2020,Amparafaravola,Alaotra Mangoro,11/24/20,1,1,342154,0,0,0,0,0,48,38,86,18,0,0,,592,236,592,0
,,,,,,,,,,,,,,,,,,,,,,,,
48,11/23/20,2020,Amparafaravola,Alaotra Mangoro,12/1/20,1,1,342154,0,0,0,0,0,42,28,70,16,0,0,,587,243,587,0
,,,,,,,,,,,,,,,,,,,,,,,,
49,11/30/20,2020,Amparafaravola,Alaotra Mangoro,12/8/20,1,1,342154,0,0,0,0,0,43,31,74,16,0,0,,638,280,638,0
,,,,,,,,,,,,,,,,,,,,,,,,
50,12/7/20,2020,Amparafaravola,Alaotra Mangoro,12/15/20,1,1,342154,0,0,0,0,0,42,25,67,17,0,0,,593,301,593,0
,,,,,,,,,,,,,,,,,,,,,,,,
51,12/14/20,2020,Amparafaravola,Alaotra Mangoro,12/22/20,1,1,342154,0,0,0,0,0,47,21,68,30,0,0,,961,578,961,0
,,,,,,,,,,,,,,,,,,,,,,,,
52,12/21/20,2020,Amparafaravola,Alaotra Mangoro,12/29/20,1,1,342154,0,0,0,0,0,37,31,68,11,0,0,,1366,950,1366,0
,,,,,,,,,,,,,,,,,,,,,,,,
53,12/28/20,2020,Amparafaravola,Alaotra Mangoro,1/5/21,1,1,342154,0,0,0,0,0,31,23,54,12,0,0,,1144,758,1144,0
,,,,,,,,,,,,,,,,,,,,,,,,
1,12/30/19,2020,Analalava,Sofia,1/7/20,1,1,175401,0,0,0,0,0,31,13,44,4,0,0,,561,231,559,0
,,,,,,,,,,,,,,,,,,,,,,,,
2,1/6/20,2020,Analalava,Sofia,1/14/20,1,1,175401,0,5,0,0,0,32,18,50,4,0,0,,609,268,602,0
,,,,,,,,,,,,,,,,,,,,,,,,
3,1/13/20,2020,Analalava,Sofia,1/21/20,1,1,175401,0,3,0,0,0,22,16,38,4,0,0,,657,268,655,0
,,,,,,,,,,,,,,,,,,,,,,,,
4,1/20/20,2020,Analalava,Sofia,2/4/20,0,1,175401,0,2,0,0,0,18,12,30,3,0,0,,424,205,387,0
,,,,,,,,,,,,,,,,,,,,,,,,
5,1/27/20,2020,Analalava,Sofia,2/4/20,1,1,175401,0,2,0,0,0,33,19,52,6,0,0,,608,256,577,0
,,,,,,,,,,,,,,,,,,,,,,,,
6,2/3/20,2020,Analalava,Sofia,2/18/20,0,1,175401,0,0,0,0,0,22,16,38,6,0,0,,621,284,582,0
,,,,,,,,,,,,,,,,,,,,,,,,
7,2/10/20,2020,Analalava,Sofia,2/25/20,0,1,175401,0,0,0,0,0,19,17,36,5,0,0,,771,364,769,0
,,,,,,,,,,,,,,,,,,,,,,,,
8,2/17/20,2020,Analalava,Sofia,2/25/20,1,1,175401,0,0,0,0,0,13,14,27,3,0,0,,544,256,539,0
,,,,,,,,,,,,,,,,,,,,,,,,
9,2/24/20,2020,Analalava,Sofia,3/3/20,1,1,175401,0,0,0,0,0,23,8,31,3,0,0,,511,208,509,0
,,,,,,,,,,,,,,,,,,,,,,,,
10,3/2/20,2020,Analalava,Sofia,3/10/20,1,1,175401,0,0,0,0,0,19,12,31,2,0,0,,363,147,363,0
,,,,,,,,,,,,,,,,,,,,,,,,
11,3/9/20,2020,Analalava,Sofia,3/31/20,0,1,175401,0,0,0,0,0,18,10,28,1,0,0,,545,231,541,0
,,,,,,,,,,,,,,,,,,,,,,,,
12,3/16/20,2020,Analalava,Sofia,3/31/20,0,1,175401,0,0,0,0,0,16,6,22,2,0,0,,503,184,501,0
,,,,,,,,,,,,,,,,,,,,,,,,
13,3/23/20,2020,Analalava,Sofia,4/7/20,0,1,175401,0,0,0,0,0,24,9,33,0,0,1,,589,242,573,0
,,,,,,,,,,,,,,,,,,,,,,,,
14,3/30/20,2020,Analalava,Sofia,4/7/20,1,1,175401,0,0,0,0,0,18,9,27,3,0,1,,550,294,550,0
,,,,,,,,,,,,,,,,,,,,,,,,
15,4/6/20,2020,Analalava,Sofia,4/14/20,1,1,175401,0,0,0,0,0,14,11,25,0,0,0,,501,267,501,0
,,,,,,,,,,,,,,,,,,,,,,,,
16,4/13/20,2020,Analalava,Sofia,4/21/20,1,1,175401,0,0,0,0,0,12,4,16,2,0,0,,562,344,562,0
,,,,,,,,,,,,,,,,,,,,,,,,
17,4/20/20,2020,Analalava,Sofia,5/5/20,0,1,175401,0,0,0,0,0,5,10,15,0,0,0,,560,332,558,0
,,,,,,,,,,,,,,,,,,,,,,,,
18,4/27/20,2020,Analalava,Sofia,5/5/20,1,1,175401,0,0,0,0,0,14,12,26,2,0,0,,494,303,494,0
,,,,,,,,,,,,,,,,,,,,,,,,
19,5/4/20,2020,Analalava,Sofia,5/19/20,0,1,175401,0,0,0,0,0,11,10,21,4,0,0,,433,264,433,0
,,,,,,,,,,,,,,,,,,,,,,,,
20,5/11/20,2020,Analalava,Sofia,5/19/20,1,1,175401,0,0,0,0,0,13,8,21,5,0,0,,551,333,551,0
,,,,,,,,,,,,,,,,,,,,,,,,
21,5/18/20,2020,Analalava,Sofia,5/26/20,1,1,175401,0,0,0,0,0,5,7,12,0,0,0,,472,302,472,0
,,,,,,,,,,,,,,,,,,,,,,,,
22,5/25/20,2020,Analalava,Sofia,4/7/20,1,1,175401,0,0,0,0,0,12,6,18,1,0,1,,512,335,512,0
,,,,,,,,,,,,,,,,,,,,,,,,
23,6/1/20,2020,Analalava,Sofia,4/14/20,1,1,175401,0,0,0,0,0,7,6,13,0,0,0,,399,248,399,0
,,,,,,,,,,,,,,,,,,,,,,,,
24,6/8/20,2020,Analalava,Sofia,6/23/20,0,1,175401,0,0,0,0,0,12,8,20,2,0,0,,443,296,443,0
,,,,,,,,,,,,,,,,,,,,,,,,
25,6/15/20,2020,Analalava,Sofia,6/23/20,1,1,175401,0,0,0,0,0,15,17,32,5,0,0,,566,359,566,0
,,,,,,,,,,,,,,,,,,,,,,,,
26,6/22/20,2020,Analalava,Sofia,6/30/20,1,1,175401,0,0,0,0,0,32,7,39,2,0,0,,523,350,534,0
,,,,,,,,,,,,,,,,,,,,,,,,
27,6/29/20,2020,Analalava,Sofia,7/7/20,1,1,175401,0,0,0,0,0,21,8,29,3,0,0,,490,307,490,0
,,,,,,,,,,,,,,,,,,,,,,,,
28,7/6/20,2020,Analalava,Sofia,7/14/20,1,1,175401,0,0,0,0,0,7,16,23,2,0,0,,548,351,548,0
,,,,,,,,,,,,,,,,,,,,,,,,
29,7/13/20,2020,Analalava,Sofia,7/21/20,1,1,175401,0,0,0,0,0,22,8,30,2,0,0,,512,325,512,0
,,,,,,,,,,,,,,,,,,,,,,,,
30,7/20/20,2020,Analalava,Sofia,7/28/20,1,1,175401,0,0,0,0,0,16,12,28,6,0,0,,473,308,473,0
,,,,,,,,,,,,,,,,,,,,,,,,
31,7/27/20,2020,Analalava,Sofia,8/4/20,1,1,175401,0,0,0,0,0,12,8,20,1,0,0,,363,284,357,0
,,,,,,,,,,,,,,,,,,,,,,,,
32,8/3/20,2020,Analalava,Sofia,8/11/20,1,1,175401,0,0,0,0,0,18,10,28,0,0,0,,370,226,370,0
,,,,,,,,,,,,,,,,,,,,,,,,
33,8/10/20,2020,Analalava,Sofia,8/25/20,0,1,175401,0,0,0,0,0,23,9,32,0,0,1,,274,168,274,0
,,,,,,,,,,,,,,,,,,,,,,,,
34,8/17/20,2020,Analalava,Sofia,8/25/20,1,1,175401,0,0,0,0,0,28,16,44,0,0,0,,265,144,265,0
,,,,,,,,,,,,,,,,,,,,,,,,
35,8/24/20,2020,Analalava,Sofia,9/8/20,0,1,175401,0,0,0,0,0,27,9,36,2,0,0,,441,284,441,0
,,,,,,,,,,,,,,,,,,,,,,,,
36,8/31/20,2020,Analalava,Sofia,9/15/20,0,1,175401,0,0,0,0,0,13,11,24,0,0,0,,329,191,329,0
,,,,,,,,,,,,,,,,,,,,,,,,
37,9/7/20,2020,Analalava,Sofia,9/15/20,1,1,175401,0,0,0,0,0,13,11,24,0,0,0,,290,173,290,0
,,,,,,,,,,,,,,,,,,,,,,,,
38,9/14/20,2020,Analalava,Sofia,10/7/20,0,1,175401,0,0,0,0,0,14,11,25,3,0,0,,296,166,296,0
,,,,,,,,,,,,,,,,,,,,,,,,
39,9/21/20,2020,Analalava,Sofia,10/7/20,0,1,175401,0,0,0,0,0,13,16,29,3,0,0,,262,148,262,0
,,,,,,,,,,,,,,,,,,,,,,,,
